stock,yestDir,direction,RSI,RSIRev,fair_value_mult,drop,climb,geomean,score,sharpe,wSharpe,status,statusScaled,nUpDown,buy_pt_up_p30,buy_pt_up_p40,buy_pt_up_p50,buy_pt_up_p61,buy_pt_up_p73,buy_pt_up_p84,buy_pt_up_p95,sell_pt_up_p30,sell_pt_up_p40,sell_pt_up_p50,sell_pt_up_p61,sell_pt_up_p73,sell_pt_up_p84,sell_pt_up_p95,buy_pt_down_p30,buy_pt_down_p40,buy_pt_down_p50,buy_pt_down_p61,buy_pt_down_p73,buy_pt_down_p84,buy_pt_down_p95,sell_pt_down_p30,sell_pt_down_p40,sell_pt_down_p50,sell_pt_down_p61,sell_pt_down_p73,sell_pt_down_p84,sell_pt_down_p95,price,LoHiAdj,statusAdj,statusAdj2,statusAdj3,sharpeMin,sharpeMax,adjSharpe,sharpeFinal,ssMin,ssMax,adjSS,ssFinal,inEt,inFid,in_self_managed,currentlyActive,portionET,portionFid,portion_self_managed,cappedET,cappeDFid,cappedSlf,portionNormET,portionNormFid,portionNormSelfManaged,upDownCopy,ET$,ETTarget,ETDiff,etUD,buyUpET,buyDownET,sellUpET,sellDownET,bsET,nSharesET,PctTargET,fidRoll,fidRoth,fidSI,fid (ALL),FidTarget,FidDiff,FidUD,buyUpFid,buyDownFid,sellUpFid,sellDownFId,bsFid,nSharesFid,pctTargFid,TotalIn,TotalTarget,TD,TDTarget,TDDiff,tdUD,buyUpTD,buyDownTD,sellUpTD,sellDownTD,bsTD,nShrs,DMIRA,DMTarget,DMDiff,DMAmtIO,DMfBS,DMdiAmt,DMBSPt,DMNShares,statCopy,Owned,rsiWt,rsiWtRenorm,rsiDollarsTarget,rsiDollarsIn,ddiff,Adel,AdelRaw,AdelNorm,AdelCap,AdelRenrom,AdelIn,AdelDiff,pricecopy
VMW,1,0,0.032760687,0.967239313,0.883591577,0.429168408,0.144588383,0.249103926,0.483897277,0.424145272,0.24304704,0.084103055,1.791903287,0,111.56,111.63,111.76,111.99,112.3,112.41,112.92,113.7,113.49,113.39,112.94,112.79,112.65,112.35,110.87,111.64,111.95,112.39,112.66,112.77,113.05,114.17,114.01,113.47,113.18,112.81,112.61,112.32,112.77,1.233,1.871,4.058,6.245,0.006,1.09,0.424,1.419,-1.536,1.669,0.243,2.779,0,0.18,1,1,0,20.1,242.2,0,20.1,242.2,0,0.002654316,0.011274905,2,0,0,0,0,111.76,111.95,113.7,114.17,114.17,0,#DIV/0!,0,0,0,0,361,361,1,111.99,112.39,113.49,114.01,112.39,3,0,0,440,0,79,79,1,112.3,112.66,113.39,113.47,112.66,1,0,49,49,49,0.011,49,112.66,0,0,0,0.009317229,0.009317229,994,0,994,0,1.12,0.001,0.001,0.002,260,260,112.77
VRTX,0,0,0.207351179,0.792648821,0.232419547,0.490597576,0.166318429,0.285649117,0.371094575,0.635488342,0.027300317,0.237603086,0.602154959,0,289.44,291.53,292.21,292.56,293.12,293.71,294.3,297.74,296.77,296.14,295.94,294.96,294.14,292.84,290.32,290.8,291.6,291.92,292.49,293.3,294.52,298.57,298.04,297.55,296.7,295.75,294.65,293.68,294.36,1.141,1.342,1.552,1.763,0.006,1.09,0.635,1.63,-1.536,1.669,0.027,2.564,1,1,1,1,12.4,58,67.1,12.4,58,67.1,0.012981975,0.007655926,0.003122012,1,1177,1273,96,1,291.53,290.8,297.74,298.57,290.8,0,0.92,0,1177,0,1177,1042,-135,0,292.21,291.6,296.77,298.04,298.04,0,1.13,2354,2337,0,22,22,1,292.56,291.92,296.14,297.55,291.92,0,0,14,14,14,0.003,14,291.92,0,0,2354,0.007635433,0.007635433,814,883,-69,883,1.76,0.002,0.002,0.004,408,-475,294.36
VTSI,0,0,0.071114662,0.928885338,0.270957489,0.229210196,0.164229001,0.194017942,0.317794397,0.562774191,0.943600827,0.130966758,1.199853042,0,4.33,4.34,4.36,4.39,4.42,4.43,4.44,4.56,4.49,4.46,4.43,4.41,4.39,4.38,4.3,4.31,4.34,4.36,4.37,4.38,4.41,4.49,4.48,4.46,4.43,4.42,4.42,4.4,4.42,1.213,1.701,3.083,4.465,0.006,1.09,0.563,1.557,-1.536,1.669,0.944,3.48,0,0.14,0.8,1,0,34.9,361.8,0,34.9,361.8,0,0.004612999,0.016840424,1,0,0,0,0,4.36,4.34,4.56,4.49,4.49,0,#DIV/0!,49,0,0,49,628,579,1,4.39,4.36,4.49,4.48,4.36,133,0.08,129,746,80,118,38,1,4.42,4.37,4.46,4.46,4.37,9,0,74,74,74,0.017,74,4.37,17,0,209,0.008947773,0.008947773,954,526,428,0,0.63,0.001,0.001,0.001,145,145,4.42
WAVD,1,0,0.546943668,0.453056332,0.150219736,0.129544505,0.753447555,0.312417974,0.347976371,0.6632899,0.65730127,0.256715311,0.536792855,0,0.62,0.63,0.64,0.65,0.66,0.69,0.71,0.77,0.76,0.74,0.72,0.71,0.7,0.7,0.63,0.65,0.65,0.67,0.68,0.69,0.7,0.78,0.77,0.75,0.74,0.72,0.71,0.69,0.69,0.963,1.312,1.588,1.865,0.006,1.09,0.663,1.658,-1.536,1.669,0.657,3.194,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.63,0.65,0.77,0.78,0.78,0,#DIV/0!,0,730,0,730,0,-730,0,0.64,0.65,0.76,0.77,0.77,-948,#DIV/0!,730,0,0,0,0,0,0.65,0.67,0.74,0.75,0.75,0,0,0,0,0,0,0,0.75,0,0,730,0.004364204,0.004364204,466,0,466,0,0,0,0,0,0,0,0.69
WKHS,1,1,0.497802637,0.502197363,0.463647199,0.483493523,0.502925198,0.493113654,0.579455947,0.508862938,1.793709499,0.484373259,0.028148758,0,1.9,1.92,1.93,1.94,1.96,1.98,2.01,2.12,2.1,2.09,2.07,2.05,2.03,2,1.93,1.94,1.94,1.95,1.96,1.98,2.01,2.1,2.09,2.07,2.06,2.04,2.03,2,2.01,0.989,1.012,1.026,1.041,0.006,1.09,0.509,1.503,-1.536,1.669,1.669,4.206,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92,1.94,2.12,2.1,2.12,0,#DIV/0!,0,50,0,50,0,-50,0,1.93,1.94,2.1,2.09,2.1,-24,#DIV/0!,50,0,0,0,0,0,1.94,1.95,2.09,2.07,2.09,0,0,0,0,0,0,0,2.09,0,0,50,0.00483757,0.00483757,516,0,516,0,0,0,0,0,0,0,2.01
WRN,0,0,0.075109868,0.924890132,0.149384188,0.58127873,0.497283744,0.537643435,0.45585144,0.381196798,-0.597359694,0.137187086,1.145888602,0,1.5,1.51,1.52,1.52,1.53,1.56,1.57,1.61,1.59,1.58,1.57,1.56,1.56,1.55,1.5,1.51,1.52,1.53,1.53,1.54,1.56,1.59,1.58,1.57,1.57,1.57,1.55,1.53,1.55,1.211,1.441,1.788,2.136,0.006,1.09,0.381,1.376,-1.536,1.669,-0.597,1.939,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.52,1.52,1.61,1.59,1.59,0,#DIV/0!,0,12,0,12,0,-12,0,1.52,1.53,1.59,1.58,1.58,-8,#DIV/0!,97,0,85,0,-85,0,1.53,1.53,1.58,1.57,1.57,-54,0,0,0,0,0,0,1.57,0,0,182,0.008909288,0.008909288,950,1121,-171,0,0,0,0,0,0,0,1.55
XPEV,0,0,0.303921569,0.696078431,0.319488818,0.390438247,0.484063745,0.434737852,0.495709958,0.114516402,1.422830052,0.34401463,0.303238373,0,8.5,8.58,8.78,8.9,9.04,9.23,9.36,10.03,9.74,9.47,9.3,9.09,8.92,8.71,8.84,8.87,8.94,9.02,9.16,9.27,9.4,9.74,9.65,9.46,9.36,9.25,9.2,9.06,9.21,1.091,1.032,1.275,1.518,0.006,1.09,0.115,1.109,-1.536,1.669,1.423,3.959,0,1,1,1,0,253.6,313.3,0,253.6,313.3,0,0.03348312,0.014583003,0,267,0,-267,0,8.58,8.87,10.03,9.74,9.74,-27,#DIV/0!,0,18,0,18,4559,4541,1,8.78,8.94,9.74,9.65,8.94,508,0,331,4661,46,102,56,1,8.9,9.02,9.47,9.46,9.02,6,0,64,64,64,0.015,64,9.02,7,0,377,0.006705189,0.006705189,715,903,-188,893,1.52,0.002,0.002,0.003,351,-542,9.21
ZBRA,0,0,0.299240911,0.700759089,0.135876043,0.338069369,0.583368157,0.444093351,0.404597186,0.699375714,-0.621782276,0.231602698,0.624235366,0,297.45,298.7,299.66,302.23,303.87,305.22,307.59,312.29,311.34,308.78,306.22,304.42,303.3,301.1,297.44,298.86,300.14,301.36,302.09,303.58,305.99,312.97,310.12,309.45,308.32,306.49,304.64,301.25,304.87,1.093,1.389,1.445,1.5,0.006,1.09,0.699,1.694,-1.536,1.669,-0.622,1.915,0,1,1,1,0,18.7,19.4,0,18.7,19.4,0,0.002465899,0.000903842,1,0,0,0,0,298.7,298.86,312.29,312.97,312.97,0,#DIV/0!,0,0,0,0,336,336,1,299.66,300.14,311.34,310.12,300.14,1,0,0,342,0,6,6,1,302.23,301.36,308.78,309.45,301.36,0,0,4,4,4,0.001,4,301.36,0,0,0,0.006750277,0.006750277,720,610,110,0,1.5,0.002,0.002,0.003,347,347,304.87
ZEST,1,1,0.092489013,0.907510987,0.085055644,0.004805683,0.389260343,0.043251149,0.112311599,0.505353308,-0.661862274,0.065660058,2.186861512,1,0.19,0.19,0.19,0.2,0.2,0.2,0.21,0.23,0.23,0.22,0.22,0.22,0.22,0.21,0.18,0.19,0.19,0.19,0.19,0.21,0.21,0.24,0.23,0.23,0.22,0.22,0.21,0.21,0.21,1.202,2.426,3.189,3.952,0.006,1.09,0.505,1.5,-1.536,1.669,-0.662,1.875,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.2,0.19,0.23,0.24,0.23,0,#DIV/0!,1528,792,0,2320,0,-2320,0,0.2,0.19,0.23,0.23,0.23,-10087,#DIV/0!,2320,0,0,0,0,0,0.2,0.21,0.22,0.23,0.22,0,0,0,0,0,0,0,0.22,0,1,2320,0.008741878,0.008741878,932,0,932,0,0,0,0,0,0,0,0.21
ZM,0,0,0.460732984,0.539267016,0.334365325,0.743195266,0.414201183,0.554826422,0.566413865,0.392118858,0.710509911,0.430814075,0.126354355,0,70.72,71.15,71.56,72.14,72.4,72.79,74.06,75.66,74.91,74.6,74.13,73.33,72.99,72.5,71.62,71.98,72.23,72.35,72.65,72.82,73.55,75.1,74.89,74.59,74.24,73.8,73.42,72.6,73.39,1.008,1.042,1.101,1.16,0.006,1.09,0.392,1.386,-1.536,1.669,0.711,3.247,1,1,1,1,4.3,115.8,122.4,4.3,115.8,122.4,0.004475338,0.015296408,0.005698291,0,514,439,-75,0,71.15,71.98,75.66,75.1,75.1,-1,1.17,0,1835,0,1835,2083,248,1,71.56,72.23,74.91,74.89,72.23,3,0.88,2349,2561,0,40,40,1,72.14,72.35,74.6,74.59,72.35,1,0,25,25,25,0.006,25,72.35,0,0,2349,0.005194655,0.005194655,554,147,407,0,1.16,0.002,0.002,0.003,269,269,73.39
ZYXI,0,0,0.055932881,0.944067119,0.316249503,0.444630171,0.431675721,0.438105067,0.4963598,0.87832457,-0.143749958,0.128627349,1.221203594,0,12.22,12.31,12.35,12.39,12.42,12.48,12.53,12.86,12.84,12.8,12.76,12.7,12.64,12.5,12.25,12.3,12.34,12.41,12.44,12.47,12.55,12.92,12.84,12.83,12.76,12.69,12.61,12.56,12.54,1.221,2.151,2.527,2.902,0.006,1.09,0.878,1.873,-1.536,1.669,-0.144,2.393,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,12.35,12.34,12.86,12.92,12.92,0,#DIV/0!,0,1229,0,1229,0,-1229,0,12.39,12.41,12.84,12.84,12.84,-96,#DIV/0!,1342,0,113,0,-113,0,12.42,12.44,12.8,12.83,12.83,-9,0,0,0,0,0,0,12.83,0,0,1455,0.009094016,0.009094016,970,1342,-372,0,0,0,0,0,0,0,12.54
