Date,mine1,mine2
2021-02-18,3317.681072648851,12.334643306790316
2021-02-19,3340.084508685718,12.437700408063586
2021-02-22,3251.624108185297,11.878961494047337
2021-02-23,3193.7497685153603,11.418953973373423
2021-02-24,3257.8857999355064,11.818394123085996
2021-02-25,3134.5559748758824,11.278950655778509
2021-02-26,3157.441662780641,11.464753270863445
2021-03-01,3252.96389772197,11.983811157677227
2021-03-02,3205.2457366490335,11.692891669419165
2021-03-03,3092.732169365281,11.001634129902078
2021-03-04,2988.2442239453053,10.482736369614042
2021-03-05,3018.943031231872,10.460659772810203
2021-03-08,2958.770148721769,10.322280983015343
2021-03-09,3091.05680620651,11.060032543150632
2021-03-10,3090.3573930284806,11.005878229871453
2021-03-11,3206.535374796724,10.941811724540692
2021-03-12,3194.4942141998913,10.919257033003147
2021-03-15,3276.9583831297464,11.159857371098338
2021-03-16,3241.1126236450173,11.01638728387009
2021-03-17,3255.526448975299,11.152086278379333
2021-03-18,3165.90430550026,10.627748992782276
